sku_id,week_start,units_sold,revenue,product,category,subcategory,unit_cost,list_price,on_hand_units,on_order_units,lead_time_days,reorder_point,promo_flag,is_holiday,sku,date,quantity_sold,current_stock,price,holiday,week_of_year,month,season,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28
CHIP-200,2026-03-30,368,17664.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,503,0,5,408,1,1,CHIP-200,2026-03-30,368,503,48.0,1,14,3,2,387.0,189.0,,,385.57142857142856,90.38963278100933,385.57142857142856,90.38963278100933,385.57142857142856,90.38963278100933
CHIP-200,2026-04-06,333,15984.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,840,0,5,408,1,0,CHIP-200,2026-04-06,333,840,48.0,0,15,4,2,368.0,394.0,,,411.14285714285717,31.918795776305945,383.375,83.9148165020423,383.375,83.9148165020423
CHIP-200,2026-04-13,361,17328.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,533,0,5,408,1,1,CHIP-200,2026-04-13,361,533,48.0,1,16,4,2,333.0,456.0,,,402.42857142857144,43.57697076383789,377.77777777777777,80.27106853932148,377.77777777777777,80.27106853932148
CHIP-200,2026-04-20,338,16224.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,695,0,5,408,1,0,CHIP-200,2026-04-20,338,695,48.0,0,17,4,2,361.0,413.0,,,388.85714285714283,38.62395013213335,376.1,75.86603690424033,376.1,75.86603690424033
CHIP-200,2026-04-27,415,19920.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,350,612,5,408,1,1,CHIP-200,2026-04-27,415,350,48.0,1,18,4,2,338.0,448.0,,,378.14285714285717,41.13161221991576,372.6363636363636,72.88384282853468,372.6363636363636,72.88384282853468
CHIP-200,2026-05-04,415,19920.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,619,0,5,408,1,0,CHIP-200,2026-05-04,415,619,48.0,0,19,5,2,415.0,412.0,,,373.42857142857144,32.847410566928716,376.1666666666667,70.55988215478375,376.1666666666667,70.55988215478375
CHIP-200,2026-05-11,445,21360.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,644,0,5,408,1,1,CHIP-200,2026-05-11,445,644,48.0,1,20,5,2,415.0,387.0,,,373.85714285714283,33.448610192495636,379.15384615384613,68.40911994981147,379.15384615384613,68.40911994981147
CHIP-200,2026-05-18,421,20208.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,296,612,5,408,1,0,CHIP-200,2026-05-18,421,296,48.0,0,21,5,2,445.0,368.0,189.0,,382.14285714285717,43.052017263726334,383.85714285714283,68.04055028816627,383.85714285714283,68.04055028816627
CHIP-200,2026-05-25,397,19056.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,571,0,5,408,1,0,CHIP-200,2026-05-25,397,571,48.0,0,22,5,2,421.0,333.0,394.0,,389.7142857142857,44.776162876074615,400.42857142857144,38.97674708318811,386.3333333333333,66.26318377356708
CHIP-200,2026-06-01,405,19440.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,645,0,5,408,1,1,CHIP-200,2026-06-01,405,645,48.0,1,23,6,3,397.0,361.0,456.0,,398.85714285714283,37.150273984761654,400.64285714285717,38.94692076869026,387.0,64.07183468576501
CHIP-200,2026-06-08,376,18048.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,943,0,5,408,1,0,CHIP-200,2026-06-08,376,943,48.0,0,24,6,3,405.0,338.0,413.0,,405.14285714285717,33.18849485102017,397.0,35.61330779789616,388.05882352941177,62.190705282456896
CHIP-200,2026-06-15,385,18480.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,605,0,5,408,1,1,CHIP-200,2026-06-15,385,605,48.0,1,25,6,3,376.0,415.0,448.0,,410.57142857142856,21.38423985756137,394.35714285714283,35.70737295736671,387.3888888888889,60.400758554731155
CHIP-200,2026-06-22,333,15984.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,775,0,5,408,1,0,CHIP-200,2026-06-22,333,775,48.0,0,26,6,3,385.0,415.0,412.0,,406.2857142857143,23.271687273840513,389.85714285714283,32.227215309322126,387.2631578947368,58.70154465624597
CHIP-200,2026-06-29,342,16416.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,494,0,5,408,1,1,CHIP-200,2026-06-29,342,494,48.0,1,27,6,3,333.0,445.0,387.0,,394.57142857142856,35.55210796777573,384.2142857142857,34.860554237680184,384.55,58.410052307169835
CHIP-200,2026-07-06,350,16800.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,813,0,5,408,1,0,CHIP-200,2026-07-06,350,813,48.0,0,28,7,3,342.0,421.0,368.0,,379.85714285714283,32.375034473230414,381.0,36.61441498392927,382.5238095238095,57.68328964927282
CHIP-200,2026-07-13,395,18960.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,912,0,5,408,1,1,CHIP-200,2026-07-13,395,912,48.0,1,29,7,3,350.0,397.0,333.0,,369.7142857142857,28.188143404123462,379.7142857142857,37.41334309786071,381.04545454545456,56.718584568885674
CHIP-200,2026-07-20,409,19632.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,573,0,5,408,1,0,CHIP-200,2026-07-20,409,573,48.0,0,30,7,3,395.0,405.0,361.0,,369.42857142857144,27.87386555453659,384.14285714285717,35.053491306106054,381.6521739130435,55.49087451239346
CHIP-200,2026-07-27,438,21024.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,838,0,5,408,1,1,CHIP-200,2026-07-27,438,838,48.0,1,31,7,3,409.0,376.0,338.0,,370.0,28.75181153713044,387.57142857142856,34.96308885692999,382.7916666666667,54.55749194690159
CHIP-200,2026-08-03,420,20160.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,869,0,5,408,1,0,CHIP-200,2026-08-03,420,869,48.0,0,32,8,3,438.0,385.0,415.0,,378.85714285714283,38.727374346959344,394.7142857142857,34.26464554122709,385.0,54.5382129031257
CHIP-200,2026-08-10,107,5136.0,Potato Chips 200g,Snacks,Chips,32.0,48.0,869,0,5,408,0,0,CHIP-200,2026-08-10,107,869,48.0,0,33,8,3,420.0,333.0,415.0,,383.85714285714283,41.79086252371673,395.07142857142856,34.51747447244719,386.34615384615387,53.87536899748701
MILK-1L,2026-02-09,460,19320.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2518,0,7,1200,1,1,MILK-1L,2026-02-09,460,2518,42.0,1,7,2,1,,,,,,0.0,,0.0,,0.0
MILK-1L,2026-02-16,937,39354.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1243,0,7,1200,1,0,MILK-1L,2026-02-16,937,1243,42.0,0,8,2,1,460.0,,,,460.0,0.0,460.0,0.0,460.0,0.0
MILK-1L,2026-02-23,1061,44562.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1849,0,7,1200,1,1,MILK-1L,2026-02-23,1061,1849,42.0,1,9,2,1,937.0,,,,698.5,337.28993462598316,698.5,337.28993462598316,698.5,337.28993462598316
MILK-1L,2026-03-02,1017,42714.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2383,0,7,1200,1,0,MILK-1L,2026-03-02,1017,2383,42.0,0,10,3,2,1061.0,,,,819.3333333333334,317.3079471638448,819.3333333333334,317.3079471638448,819.3333333333334,317.3079471638448
MILK-1L,2026-03-09,1047,43974.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,998,1440,7,1200,1,1,MILK-1L,2026-03-09,1047,998,42.0,1,11,3,2,1017.0,,,,868.75,277.29211432470754,868.75,277.29211432470754,868.75,277.29211432470754
MILK-1L,2026-03-16,923,38766.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1671,0,7,1200,1,0,MILK-1L,2026-03-16,923,1671,42.0,0,12,3,2,1047.0,,,,904.4,253.02727125746742,904.4,253.02727125746742,904.4,253.02727125746742
MILK-1L,2026-03-23,862,36204.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2369,0,7,1200,1,0,MILK-1L,2026-03-23,862,2369,42.0,0,13,3,2,923.0,,,,907.5,226.44182475859003,907.5,226.44182475859003,907.5,226.44182475859003
MILK-1L,2026-03-30,866,36372.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1227,0,7,1200,1,1,MILK-1L,2026-03-30,866,1227,42.0,1,14,3,2,862.0,460.0,,,901.0,207.42629212967836,901.0,207.42629212967836,901.0,207.42629212967836
MILK-1L,2026-04-06,757,31794.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2042,0,7,1200,1,0,MILK-1L,2026-04-06,757,2042,42.0,0,15,4,2,866.0,937.0,,,959.0,83.01606270274848,896.625,192.4376986381381,896.625,192.4376986381381
MILK-1L,2026-04-13,839,35238.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1340,0,7,1200,1,1,MILK-1L,2026-04-13,839,1340,42.0,1,16,4,2,757.0,1061.0,,,933.2857142857143,113.31477439080084,881.1111111111111,185.9283762934295,881.1111111111111,185.9283762934295
MILK-1L,2026-04-20,815,34230.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1696,0,7,1200,1,0,MILK-1L,2026-04-20,815,1696,42.0,0,17,4,2,839.0,1017.0,,,901.5714285714286,102.12713831764978,876.9,175.80004424218885,876.9,175.80004424218885
MILK-1L,2026-04-27,967,40614.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2333,0,7,1200,1,1,MILK-1L,2026-04-27,967,2333,42.0,1,18,4,2,815.0,1047.0,,,872.7142857142857,92.1243982987392,871.2727272727273,167.81960011219837,871.2727272727273,167.81960011219837
MILK-1L,2026-05-04,956,40152.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1536,0,7,1200,1,0,MILK-1L,2026-05-04,956,1536,42.0,0,19,5,2,967.0,923.0,,,861.2857142857143,68.94614875808078,879.25,162.3784160533659,879.25,162.3784160533659
MILK-1L,2026-05-11,1078,45276.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1575,0,7,1200,1,1,MILK-1L,2026-05-11,1078,1575,42.0,1,20,5,2,956.0,862.0,,,866.0,74.75292636412289,885.1538461538462,156.9160317674425,885.1538461538462,156.9160317674425
MILK-1L,2026-05-18,980,41160.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2211,0,7,1200,1,0,MILK-1L,2026-05-18,980,2211,42.0,0,21,5,2,1078.0,866.0,460.0,,896.8571428571429,109.38529543381436,898.9285714285714,159.32669112705034,898.9285714285714,159.32669112705034
MILK-1L,2026-05-25,973,40866.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1370,0,7,1200,1,0,MILK-1L,2026-05-25,973,1370,42.0,0,22,5,2,980.0,757.0,937.0,,913.1428571428571,112.46840826268885,936.0714285714286,97.90298517151814,904.3333333333334,154.95145169036778
MILK-1L,2026-06-01,961,40362.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1541,0,7,1200,1,1,MILK-1L,2026-06-01,961,1541,42.0,1,23,6,3,973.0,839.0,1061.0,,944.0,89.84430978086486,938.6428571428571,98.40075604998563,908.625,150.67841030928528
MILK-1L,2026-06-08,844,35448.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2283,0,7,1200,1,0,MILK-1L,2026-06-08,844,2283,42.0,0,24,6,3,961.0,815.0,1017.0,,961.4285714285714,76.99536164137245,931.5,92.27446517361625,911.7058823529412,146.4457086712864
MILK-1L,2026-06-15,852,35784.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1530,0,7,1200,1,1,MILK-1L,2026-06-15,852,1530,42.0,1,25,6,3,844.0,967.0,1047.0,,965.5714285714286,68.06579450026568,919.1428571428571,91.52457185230232,907.9444444444445,142.9666650665862
MILK-1L,2026-06-22,745,31290.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1980,0,7,1200,1,0,MILK-1L,2026-06-22,745,1980,42.0,0,26,6,3,852.0,956.0,923.0,,949.1428571428571,80.4206204308087,905.2142857142857,85.18864006194951,905.0,139.53016400286594
MILK-1L,2026-06-29,859,36078.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1254,0,7,1200,1,1,MILK-1L,2026-06-29,859,1254,42.0,1,27,6,3,745.0,1078.0,862.0,,919.0,111.10955554466658,892.5,95.04310762855086,897.0,140.4421589124861
MILK-1L,2026-07-06,843,35406.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2009,0,7,1200,1,0,MILK-1L,2026-07-06,843,2009,42.0,0,28,7,3,859.0,980.0,866.0,,887.7142857142857,87.12005946913017,892.2857142857143,95.12051349689025,895.1904761904761,137.13701872493039
MILK-1L,2026-07-13,968,40656.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2190,0,7,1200,1,1,MILK-1L,2026-07-13,968,2190,42.0,1,29,7,3,843.0,973.0,757.0,,868.1428571428571,77.82550689722191,890.6428571428571,95.80557807982156,892.8181818181819,134.2937917806423
MILK-1L,2026-07-20,974,40908.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1389,0,7,1200,1,0,MILK-1L,2026-07-20,974,1389,42.0,0,30,7,3,968.0,961.0,839.0,,867.4285714285714,76.71778833894432,905.7142857142857,89.55739764267086,896.0869565217391,132.1393593017608
MILK-1L,2026-07-27,1089,45738.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,1971,0,7,1200,1,1,MILK-1L,2026-07-27,1089,1971,42.0,1,31,7,3,974.0,844.0,815.0,,869.2857142857143,79.46847233487068,915.3571428571429,89.08820792455523,899.3333333333334,130.20975274588662
MILK-1L,2026-08-03,1005,42210.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2002,0,7,1200,1,0,MILK-1L,2026-08-03,1005,2002,42.0,0,32,8,3,1089.0,852.0,967.0,,904.2857142857143,113.2485677403388,934.9285714285714,95.23046077458964,906.92,132.9927692270022
MILK-1L,2026-08-10,265,11130.0,Milk 1L,Dairy,Fresh Milk,30.0,42.0,2002,0,7,1200,0,0,MILK-1L,2026-08-10,265,2002,42.0,0,33,8,3,1005.0,745.0,956.0,,926.1428571428571,116.2015900227253,937.6428571428571,96.74439530007939,910.6923076923077,131.71781025533917
RICE-5K,2026-02-09,228,82080.0,Rice 5kg,Grocery,Grains,280.0,360.0,1211,0,10,754,1,1,RICE-5K,2026-02-09,228,1211,360.0,1,7,2,1,,,,,,0.0,,0.0,,0.0
RICE-5K,2026-02-16,473,170280.0,Rice 5kg,Grocery,Grains,280.0,360.0,575,696,10,754,1,0,RICE-5K,2026-02-16,473,575,360.0,0,8,2,1,228.0,,,,228.0,0.0,228.0,0.0,228.0,0.0
RICE-5K,2026-02-23,513,184680.0,Rice 5kg,Grocery,Grains,280.0,360.0,870,0,10,754,1,1,RICE-5K,2026-02-23,513,870,360.0,1,9,2,1,473.0,,,,350.5,173.24116139070415,350.5,173.24116139070415,350.5,173.24116139070415
RICE-5K,2026-03-02,500,180000.0,Rice 5kg,Grocery,Grains,280.0,360.0,1118,0,10,754,1,0,RICE-5K,2026-03-02,500,1118,360.0,0,10,3,2,513.0,,,,404.6666666666667,154.29949233012186,404.6666666666667,154.29949233012186,404.6666666666667,154.29949233012186
RICE-5K,2026-03-09,475,171000.0,Rice 5kg,Grocery,Grains,280.0,360.0,1175,0,10,754,1,1,RICE-5K,2026-03-09,475,1175,360.0,1,11,3,2,500.0,,,,428.5,134.70090323874348,428.5,134.70090323874348,428.5,134.70090323874348
RICE-5K,2026-03-16,454,163440.0,Rice 5kg,Grocery,Grains,280.0,360.0,805,0,10,754,1,0,RICE-5K,2026-03-16,454,805,360.0,0,12,3,2,475.0,,,,437.8,118.49345973512631,437.8,118.49345973512631,437.8,118.49345973512631
RICE-5K,2026-03-23,407,146520.0,Rice 5kg,Grocery,Grains,280.0,360.0,1138,0,10,754,1,0,RICE-5K,2026-03-23,407,1138,360.0,0,13,3,2,454.0,,,,440.5,106.18992419245811,440.5,106.18992419245811,440.5,106.18992419245811
RICE-5K,2026-03-30,419,150840.0,Rice 5kg,Grocery,Grains,280.0,360.0,1287,0,10,754,1,1,RICE-5K,2026-03-30,419,1287,360.0,1,14,3,2,407.0,228.0,,,435.7142857142857,97.76112773100613,435.7142857142857,97.76112773100613,435.7142857142857,97.76112773100613
RICE-5K,2026-04-06,356,128160.0,Rice 5kg,Grocery,Grains,280.0,360.0,992,0,10,754,1,0,RICE-5K,2026-04-06,356,992,360.0,0,15,4,2,419.0,473.0,,,463.0,39.29800673486293,433.625,90.70192547964065,433.625,90.70192547964065
RICE-5K,2026-04-13,383,137880.0,Rice 5kg,Grocery,Grains,280.0,360.0,678,696,10,754,1,1,RICE-5K,2026-04-13,383,678,360.0,1,16,4,2,356.0,513.0,,,446.2857142857143,55.766520080643026,425.0,88.70174744614674,425.0,88.70174744614674
RICE-5K,2026-04-20,423,152280.0,Rice 5kg,Grocery,Grains,280.0,360.0,821,0,10,754,1,0,RICE-5K,2026-04-20,423,821,360.0,0,17,4,2,383.0,500.0,,,427.7142857142857,51.31508642921785,420.8,84.67690226843314,420.8,84.67690226843314
RICE-5K,2026-04-27,454,163440.0,Rice 5kg,Grocery,Grains,280.0,360.0,440,696,10,754,1,1,RICE-5K,2026-04-27,454,440,360.0,1,18,4,2,423.0,475.0,,,416.7142857142857,40.310107440997555,421.0,80.33430151560415,421.0,80.33430151560415
RICE-5K,2026-05-04,472,169920.0,Rice 5kg,Grocery,Grains,280.0,360.0,754,0,10,754,1,0,RICE-5K,2026-05-04,472,754,360.0,0,19,5,2,454.0,454.0,,,413.7142857142857,35.77575662239398,423.75,77.18587364867415,423.75,77.18587364867415
