date,sku_id,units_sold,revenue,unit_price,promo_flag
2026-05-03,MILK-1L,164,6888.0,42.0,1
2026-05-04,MILK-1L,129,5418.0,42.0,0
2026-05-05,MILK-1L,124,5208.0,42.0,0
2026-05-06,MILK-1L,127,5334.0,42.0,0
2026-05-07,MILK-1L,128,5376.0,42.0,0
2026-05-08,MILK-1L,125,5250.0,42.0,0
2026-05-09,MILK-1L,150,6300.0,42.0,0
2026-05-10,MILK-1L,173,7266.0,42.0,1
2026-05-11,MILK-1L,134,5628.0,42.0,0
2026-05-12,MILK-1L,137,5754.0,42.0,0
2026-05-13,MILK-1L,137,5754.0,42.0,0
2026-05-14,MILK-1L,139,5838.0,42.0,0
2026-05-15,MILK-1L,200,8400.0,42.0,1
2026-05-16,MILK-1L,151,6342.0,42.0,0
2026-05-17,MILK-1L,180,7560.0,42.0,1
2026-05-18,MILK-1L,128,5376.0,42.0,0
2026-05-19,MILK-1L,130,5460.0,42.0,0
2026-05-20,MILK-1L,130,5460.0,42.0,0
2026-05-21,MILK-1L,131,5502.0,42.0,0
2026-05-22,MILK-1L,138,5796.0,42.0,0
2026-05-23,MILK-1L,147,6174.0,42.0,0
2026-05-24,MILK-1L,176,7392.0,42.0,1
2026-05-25,MILK-1L,141,5922.0,42.0,0
2026-05-26,MILK-1L,132,5544.0,42.0,0
2026-05-27,MILK-1L,136,5712.0,42.0,0
2026-05-28,MILK-1L,127,5334.0,42.0,0
2026-05-29,MILK-1L,129,5418.0,42.0,0
2026-05-30,MILK-1L,140,5880.0,42.0,0
2026-05-31,MILK-1L,168,7056.0,42.0,1
2026-06-01,MILK-1L,191,8022.0,42.0,1
2026-06-02,MILK-1L,117,4914.0,42.0,0
2026-06-03,MILK-1L,126,5292.0,42.0,0
2026-06-04,MILK-1L,124,5208.0,42.0,0
2026-06-05,MILK-1L,119,4998.0,42.0,0
2026-06-06,MILK-1L,127,5334.0,42.0,0
2026-06-07,MILK-1L,157,6594.0,42.0,1
2026-06-08,MILK-1L,115,4830.0,42.0,0
2026-06-09,MILK-1L,117,4914.0,42.0,0
2026-06-10,MILK-1L,115,4830.0,42.0,0
2026-06-11,MILK-1L,121,5082.0,42.0,0
2026-06-12,MILK-1L,111,4662.0,42.0,0
2026-06-13,MILK-1L,119,4998.0,42.0,0
2026-06-14,MILK-1L,146,6132.0,42.0,1
2026-06-15,MILK-1L,161,6762.0,42.0,1
2026-06-16,MILK-1L,114,4788.0,42.0,0
2026-06-17,MILK-1L,111,4662.0,42.0,0
2026-06-18,MILK-1L,108,4536.0,42.0,0
2026-06-19,MILK-1L,113,4746.0,42.0,0
2026-06-20,MILK-1L,111,4662.0,42.0,0
2026-06-21,MILK-1L,134,5628.0,42.0,1
2026-06-22,MILK-1L,99,4158.0,42.0,0
2026-06-23,MILK-1L,101,4242.0,42.0,0
2026-06-24,MILK-1L,96,4032.0,42.0,0
2026-06-25,MILK-1L,106,4452.0,42.0,0
2026-06-26,MILK-1L,102,4284.0,42.0,0
2026-06-27,MILK-1L,109,4578.0,42.0,0
2026-06-28,MILK-1L,132,5544.0,42.0,1
2026-06-29,MILK-1L,106,4452.0,42.0,0
2026-06-30,MILK-1L,109,4578.0,42.0,0
2026-07-01,MILK-1L,165,6930.0,42.0,1
2026-07-02,MILK-1L,121,5082.0,42.0,0
2026-07-03,MILK-1L,109,4578.0,42.0,0
2026-07-04,MILK-1L,116,4872.0,42.0,0
2026-07-05,MILK-1L,133,5586.0,42.0,1
2026-07-06,MILK-1L,111,4662.0,42.0,0
2026-07-07,MILK-1L,107,4494.0,42.0,0
2026-07-08,MILK-1L,110,4620.0,42.0,0
2026-07-09,MILK-1L,110,4620.0,42.0,0
2026-07-10,MILK-1L,114,4788.0,42.0,0
2026-07-11,MILK-1L,135,5670.0,42.0,0
2026-07-12,MILK-1L,156,6552.0,42.0,1
2026-07-13,MILK-1L,118,4956.0,42.0,0
2026-07-14,MILK-1L,115,4830.0,42.0,0
2026-07-15,MILK-1L,171,7182.0,42.0,1
2026-07-16,MILK-1L,121,5082.0,42.0,0
2026-07-17,MILK-1L,124,5208.0,42.0,0
2026-07-18,MILK-1L,150,6300.0,42.0,0
2026-07-19,MILK-1L,169,7098.0,42.0,1
2026-07-20,MILK-1L,133,5586.0,42.0,0
2026-07-21,MILK-1L,127,5334.0,42.0,0
2026-07-22,MILK-1L,125,5250.0,42.0,0
2026-07-23,MILK-1L,127,5334.0,42.0,0
2026-07-24,MILK-1L,129,5418.0,42.0,0
2026-07-25,MILK-1L,160,6720.0,42.0,0
2026-07-26,MILK-1L,173,7266.0,42.0,1
2026-07-27,MILK-1L,139,5838.0,42.0,0
2026-07-28,MILK-1L,131,5502.0,42.0,0
2026-07-29,MILK-1L,141,5922.0,42.0,0
2026-07-30,MILK-1L,138,5796.0,42.0,0
2026-07-31,MILK-1L,136,5712.0,42.0,0
2026-08-01,MILK-1L,226,9492.0,42.0,1
2026-08-02,MILK-1L,178,7476.0,42.0,1
2026-08-03,MILK-1L,139,5838.0,42.0,0
2026-08-04,MILK-1L,134,5628.0,42.0,0
2026-08-05,MILK-1L,130,5460.0,42.0,0
2026-08-06,MILK-1L,129,5418.0,42.0,0
2026-08-07,MILK-1L,136,5712.0,42.0,0
2026-08-08,MILK-1L,159,6678.0,42.0,0
2026-08-09,MILK-1L,178,7476.0,42.0,1
2026-08-10,MILK-1L,132,5544.0,42.0,0
2026-08-11,MILK-1L,133,5586.0,42.0,0
2026-02-13,RICE-5K,65,23400.0,360.0,0
2026-02-14,RICE-5K,67,24120.0,360.0,0
2026-02-15,RICE-5K,96,34560.0,360.0,1
2026-02-16,RICE-5K,66,23760.0,360.0,0
2026-02-17,RICE-5K,63,22680.0,360.0,0
2026-02-18,RICE-5K,69,24840.0,360.0,0
2026-02-19,RICE-5K,63,22680.0,360.0,0
2026-02-20,RICE-5K,56,20160.0,360.0,0
2026-02-21,RICE-5K,64,23040.0,360.0,0
2026-02-22,RICE-5K,92,33120.0,360.0,1
2026-02-23,RICE-5K,73,26280.0,360.0,0
2026-02-24,RICE-5K,64,23040.0,360.0,0
2026-02-25,RICE-5K,63,22680.0,360.0,0
2026-02-26,RICE-5K,72,25920.0,360.0,0
2026-02-27,RICE-5K,60,21600.0,360.0,0
2026-02-28,RICE-5K,69,24840.0,360.0,0
2026-03-01,RICE-5K,112,40320.0,360.0,1
2026-03-02,RICE-5K,64,23040.0,360.0,0
2026-03-03,RICE-5K,66,23760.0,360.0,0
2026-03-04,RICE-5K,65,23400.0,360.0,0
2026-03-05,RICE-5K,68,24480.0,360.0,0
2026-03-06,RICE-5K,73,26280.0,360.0,0
2026-03-07,RICE-5K,74,26640.0,360.0,0
2026-03-08,RICE-5K,90,32400.0,360.0,1
2026-03-09,RICE-5K,55,19800.0,360.0,0
2026-03-10,RICE-5K,65,23400.0,360.0,0
2026-03-11,RICE-5K,61,21960.0,360.0,0
2026-03-12,RICE-5K,58,20880.0,360.0,0
2026-03-13,RICE-5K,59,21240.0,360.0,0
2026-03-14,RICE-5K,69,24840.0,360.0,0
2026-03-15,RICE-5K,108,38880.0,360.0,1
2026-03-16,RICE-5K,56,20160.0,360.0,0
2026-03-17,RICE-5K,62,22320.0,360.0,0
2026-03-18,RICE-5K,59,21240.0,360.0,0
2026-03-19,RICE-5K,59,21240.0,360.0,0
2026-03-20,RICE-5K,65,23400.0,360.0,0
2026-03-21,RICE-5K,69,24840.0,360.0,0
2026-03-22,RICE-5K,84,30240.0,360.0,1
2026-03-23,RICE-5K,57,20520.0,360.0,0
2026-03-24,RICE-5K,54,19440.0,360.0,0
2026-03-25,RICE-5K,55,19800.0,360.0,0
2026-03-26,RICE-5K,57,20520.0,360.0,0
2026-03-27,RICE-5K,56,20160.0,360.0,0
2026-03-28,RICE-5K,56,20160.0,360.0,0
2026-03-29,RICE-5K,72,25920.0,360.0,1
2026-03-30,RICE-5K,55,19800.0,360.0,0
2026-03-31,RICE-5K,65,23400.0,360.0,0
2026-04-01,RICE-5K,87,31320.0,360.0,1
2026-04-02,RICE-5K,48,17280.0,360.0,0
2026-04-03,RICE-5K,50,18000.0,360.0,0
2026-04-04,RICE-5K,50,18000.0,360.0,0
2026-04-05,RICE-5K,64,23040.0,360.0,1
2026-04-06,RICE-5K,52,18720.0,360.0,0
2026-04-07,RICE-5K,56,20160.0,360.0,0
2026-04-08,RICE-5K,46,16560.0,360.0,0
2026-04-09,RICE-5K,47,16920.0,360.0,0
2026-04-10,RICE-5K,39,14040.0,360.0,0
2026-04-11,RICE-5K,55,19800.0,360.0,0
2026-04-12,RICE-5K,61,21960.0,360.0,1
2026-04-13,RICE-5K,47,16920.0,360.0,0
2026-04-14,RICE-5K,46,16560.0,360.0,0
2026-04-15,RICE-5K,74,26640.0,360.0,1
2026-04-16,RICE-5K,42,15120.0,360.0,0
2026-04-17,RICE-5K,44,15840.0,360.0,0
2026-04-18,RICE-5K,68,24480.0,360.0,0
2026-04-19,RICE-5K,62,22320.0,360.0,1
2026-04-20,RICE-5K,47,16920.0,360.0,0
2026-04-21,RICE-5K,62,22320.0,360.0,0
2026-04-22,RICE-5K,68,24480.0,360.0,0
2026-04-23,RICE-5K,48,17280.0,360.0,0
2026-04-24,RICE-5K,53,19080.0,360.0,0
2026-04-25,RICE-5K,63,22680.0,360.0,0
2026-04-26,RICE-5K,82,29520.0,360.0,1
2026-04-27,RICE-5K,51,18360.0,360.0,0
2026-04-28,RICE-5K,56,20160.0,360.0,0
2026-04-29,RICE-5K,62,22320.0,360.0,0
2026-04-30,RICE-5K,61,21960.0,360.0,0
2026-05-01,RICE-5K,85,30600.0,360.0,1
2026-05-02,RICE-5K,66,23760.0,360.0,0
2026-05-03,RICE-5K,73,26280.0,360.0,1
2026-05-04,RICE-5K,60,21600.0,360.0,0
2026-05-05,RICE-5K,60,21600.0,360.0,0
2026-05-06,RICE-5K,63,22680.0,360.0,0
2026-05-07,RICE-5K,60,21600.0,360.0,0
2026-05-08,RICE-5K,66,23760.0,360.0,0
2026-05-09,RICE-5K,77,27720.0,360.0,0
2026-05-10,RICE-5K,86,30960.0,360.0,1
2026-05-11,RICE-5K,66,23760.0,360.0,0
2026-05-12,RICE-5K,65,23400.0,360.0,0
2026-05-13,RICE-5K,65,23400.0,360.0,0
2026-05-14,RICE-5K,62,22320.0,360.0,0
2026-05-15,RICE-5K,99,35640.0,360.0,1
2026-05-16,RICE-5K,73,26280.0,360.0,0
2026-05-17,RICE-5K,98,35280.0,360.0,1
2026-05-18,RICE-5K,74,26640.0,360.0,0
2026-05-19,RICE-5K,68,24480.0,360.0,0
2026-05-20,RICE-5K,62,22320.0,360.0,0
2026-05-21,RICE-5K,60,21600.0,360.0,0
2026-05-22,RICE-5K,72,25920.0,360.0,0
2026-05-23,RICE-5K,75,27000.0,360.0,0
2026-05-24,RICE-5K,89,32040.0,360.0,1
2026-05-25,RICE-5K,56,20160.0,360.0,0
2026-05-26,RICE-5K,69,24840.0,360.0,0
2026-05-27,RICE-5K,66,23760.0,360.0,0
2026-05-28,RICE-5K,58,20880.0,360.0,0
2026-05-29,RICE-5K,61,21960.0,360.0,0
2026-05-30,RICE-5K,71,25560.0,360.0,0
2026-05-31,RICE-5K,82,29520.0,360.0,1
2026-06-01,RICE-5K,89,32040.0,360.0,1
2026-06-02,RICE-5K,60,21600.0,360.0,0
2026-06-03,RICE-5K,59,21240.0,360.0,0
2026-06-04,RICE-5K,60,21600.0,360.0,0
2026-06-05,RICE-5K,66,23760.0,360.0,0
2026-06-06,RICE-5K,52,18720.0,360.0,0
2026-06-07,RICE-5K,75,27000.0,360.0,1
2026-06-08,RICE-5K,58,20880.0,360.0,0
2026-06-09,RICE-5K,58,20880.0,360.0,0
2026-06-10,RICE-5K,54,19440.0,360.0,0
2026-06-11,RICE-5K,46,16560.0,360.0,0
2026-06-12,RICE-5K,56,20160.0,360.0,0
2026-06-13,RICE-5K,69,24840.0,360.0,0
2026-06-14,RICE-5K,62,22320.0,360.0,1
2026-06-15,RICE-5K,82,29520.0,360.0,1
2026-06-16,RICE-5K,50,18000.0,360.0,0
2026-06-17,RICE-5K,51,18360.0,360.0,0
2026-06-18,RICE-5K,46,16560.0,360.0,0
2026-06-19,RICE-5K,49,17640.0,360.0,0
2026-06-20,RICE-5K,63,22680.0,360.0,0
2026-06-21,RICE-5K,69,24840.0,360.0,1
2026-06-22,RICE-5K,59,21240.0,360.0,0
2026-06-23,RICE-5K,56,20160.0,360.0,0
2026-06-24,RICE-5K,52,18720.0,360.0,0
2026-06-25,RICE-5K,59,21240.0,360.0,0
2026-06-26,RICE-5K,52,18720.0,360.0,0
2026-06-27,RICE-5K,60,21600.0,360.0,0
2026-06-28,RICE-5K,65,23400.0,360.0,1
2026-06-29,RICE-5K,51,18360.0,360.0,0
2026-06-30,RICE-5K,47,16920.0,360.0,0
2026-07-01,RICE-5K,80,28800.0,360.0,1
2026-07-02,RICE-5K,45,16200.0,360.0,0
2026-07-03,RICE-5K,56,20160.0,360.0,0
2026-07-04,RICE-5K,57,20520.0,360.0,0
2026-07-05,RICE-5K,75,27000.0,360.0,1
2026-07-06,RICE-5K,57,20520.0,360.0,0
2026-07-07,RICE-5K,63,22680.0,360.0,0
2026-07-08,RICE-5K,58,20880.0,360.0,0
2026-07-09,RICE-5K,47,16920.0,360.0,0
2026-07-10,RICE-5K,55,19800.0,360.0,0
2026-07-11,RICE-5K,57,20520.0,360.0,0
2026-07-12,RICE-5K,72,25920.0,360.0,1
2026-07-13,RICE-5K,65,23400.0,360.0,0
2026-07-14,RICE-5K,61,21960.0,360.0,0
2026-07-15,RICE-5K,83,29880.0,360.0,1
2026-07-16,RICE-5K,54,19440.0,360.0,0
2026-07-17,RICE-5K,60,21600.0,360.0,0
2026-07-18,RICE-5K,62,22320.0,360.0,0
2026-07-19,RICE-5K,78,28080.0,360.0,1
2026-07-20,RICE-5K,64,23040.0,360.0,0
2026-07-21,RICE-5K,68,24480.0,360.0,0
2026-07-22,RICE-5K,66,23760.0,360.0,0
2026-07-23,RICE-5K,52,18720.0,360.0,0
2026-07-24,RICE-5K,66,23760.0,360.0,0
2026-07-25,RICE-5K,73,26280.0,360.0,0
2026-07-26,RICE-5K,88,31680.0,360.0,1
2026-07-27,RICE-5K,73,26280.0,360.0,0
2026-07-28,RICE-5K,55,19800.0,360.0,0
2026-07-29,RICE-5K,63,22680.0,360.0,0
2026-07-30,RICE-5K,69,24840.0,360.0,0
2026-07-31,RICE-5K,58,20880.0,360.0,0
2026-08-01,RICE-5K,117,42120.0,360.0,1
2026-08-02,RICE-5K,89,32040.0,360.0,1
2026-08-03,RICE-5K,70,25200.0,360.0,0
2026-08-04,RICE-5K,63,22680.0,360.0,0
2026-08-05,RICE-5K,70,25200.0,360.0,0
2026-08-06,RICE-5K,71,25560.0,360.0,0
2026-08-07,RICE-5K,66,23760.0,360.0,0
2026-08-08,RICE-5K,74,26640.0,360.0,0
2026-08-09,RICE-5K,87,31320.0,360.0,1
2026-08-10,RICE-5K,60,21600.0,360.0,0
2026-08-11,RICE-5K,63,22680.0,360.0,0
2026-02-13,BREAD-WHT,87,2958.0,34.0,0
2026-02-14,BREAD-WHT,102,3468.0,34.0,0
2026-02-15,BREAD-WHT,154,5236.0,34.0,1
2026-02-16,BREAD-WHT,86,2924.0,34.0,0
2026-02-17,BREAD-WHT,91,3094.0,34.0,0
2026-02-18,BREAD-WHT,100,3400.0,34.0,0
2026-02-19,BREAD-WHT,90,3060.0,34.0,0
2026-02-20,BREAD-WHT,91,3094.0,34.0,0
2026-02-21,BREAD-WHT,108,3672.0,34.0,0
2026-02-22,BREAD-WHT,132,4488.0,34.0,1
2026-02-23,BREAD-WHT,97,3298.0,34.0,0
2026-02-24,BREAD-WHT,104,3536.0,34.0,0
2026-02-25,BREAD-WHT,103,3502.0,34.0,0
2026-02-26,BREAD-WHT,103,3502.0,34.0,0
2026-02-27,BREAD-WHT,102,3468.0,34.0,0
2026-02-28,BREAD-WHT,123,4182.0,34.0,0
2026-03-01,BREAD-WHT,164,5576.0,34.0,1
2026-03-02,BREAD-WHT,90,3060.0,34.0,0
2026-03-03,BREAD-WHT,108,3672.0,34.0,0
2026-03-04,BREAD-WHT,98,3332.0,34.0,0
2026-03-05,BREAD-WHT,101,3434.0,34.0,0
2026-03-06,BREAD-WHT,107,3638.0,34.0,0
2026-03-07,BREAD-WHT,104,3536.0,34.0,0
2026-03-08,BREAD-WHT,125,4250.0,34.0,1
2026-03-09,BREAD-WHT,91,3094.0,34.0,0
2026-03-10,BREAD-WHT,95,3230.0,34.0,0
2026-03-11,BREAD-WHT,100,3400.0,34.0,0
2026-03-12,BREAD-WHT,100,3400.0,34.0,0
2026-03-13,BREAD-WHT,98,3332.0,34.0,0
2026-03-14,BREAD-WHT,101,3434.0,34.0,0
2026-03-15,BREAD-WHT,146,4964.0,34.0,1
2026-03-16,BREAD-WHT,95,3230.0,34.0,0
2026-03-17,BREAD-WHT,91,3094.0,34.0,0
2026-03-18,BREAD-WHT,95,3230.0,34.0,0
2026-03-19,BREAD-WHT,95,3230.0,34.0,0
2026-03-20,BREAD-WHT,91,3094.0,34.0,0
2026-03-21,BREAD-WHT,104,3536.0,34.0,0
2026-03-22,BREAD-WHT,118,4012.0,34.0,1
2026-03-23,BREAD-WHT,90,3060.0,34.0,0
2026-03-24,BREAD-WHT,83,2822.0,34.0,0
2026-03-25,BREAD-WHT,85,2890.0,34.0,0
2026-03-26,BREAD-WHT,86,2924.0,34.0,0
2026-03-27,BREAD-WHT,88,2992.0,34.0,0
2026-03-28,BREAD-WHT,91,3094.0,34.0,0
2026-03-29,BREAD-WHT,111,3774.0,34.0,1
2026-03-30,BREAD-WHT,80,2720.0,34.0,0
2026-03-31,BREAD-WHT,80,2720.0,34.0,0
2026-04-01,BREAD-WHT,121,4114.0,34.0,1
2026-04-02,BREAD-WHT,69,2346.0,34.0,0
2026-04-03,BREAD-WHT,72,2448.0,34.0,0
2026-04-04,BREAD-WHT,79,2686.0,34.0,0
2026-04-05,BREAD-WHT,90,3060.0,34.0,1
2026-04-06,BREAD-WHT,73,2482.0,34.0,0
2026-04-07,BREAD-WHT,80,2720.0,34.0,0
2026-04-08,BREAD-WHT,75,2550.0,34.0,0
2026-04-09,BREAD-WHT,77,2618.0,34.0,0
2026-04-10,BREAD-WHT,81,2754.0,34.0,0
2026-04-11,BREAD-WHT,91,3094.0,34.0,0
2026-04-12,BREAD-WHT,100,3400.0,34.0,1
2026-04-13,BREAD-WHT,83,2822.0,34.0,0
2026-04-14,BREAD-WHT,77,2618.0,34.0,0
2026-04-15,BREAD-WHT,109,3706.0,34.0,1
2026-04-16,BREAD-WHT,74,2516.0,34.0,0
2026-04-17,BREAD-WHT,70,2380.0,34.0,0
2026-04-18,BREAD-WHT,83,2822.0,34.0,0
2026-04-19,BREAD-WHT,102,3468.0,34.0,1
2026-04-20,BREAD-WHT,83,2822.0,34.0,0
2026-04-21,BREAD-WHT,89,3026.0,34.0,0
2026-04-22,BREAD-WHT,74,2516.0,34.0,0
2026-04-23,BREAD-WHT,84,2856.0,34.0,0
2026-04-24,BREAD-WHT,77,2618.0,34.0,0
2026-04-25,BREAD-WHT,96,3264.0,34.0,0
2026-04-26,BREAD-WHT,111,3774.0,34.0,1
2026-04-27,BREAD-WHT,76,2584.0,34.0,0
2026-04-28,BREAD-WHT,91,3094.0,34.0,0
2026-04-29,BREAD-WHT,85,2890.0,34.0,0
2026-04-30,BREAD-WHT,86,2924.0,34.0,0
2026-05-01,BREAD-WHT,127,4318.0,34.0,1
2026-05-02,BREAD-WHT,98,3332.0,34.0,0
2026-05-03,BREAD-WHT,123,4182.0,34.0,1
2026-05-04,BREAD-WHT,92,3128.0,34.0,0
2026-05-05,BREAD-WHT,95,3230.0,34.0,0
2026-05-06,BREAD-WHT,96,3264.0,34.0,0
2026-05-07,BREAD-WHT,102,3468.0,34.0,0
2026-05-08,BREAD-WHT,94,3196.0,34.0,0
2026-05-09,BREAD-WHT,101,3434.0,34.0,0
2026-05-10,BREAD-WHT,134,4556.0,34.0,1
2026-05-11,BREAD-WHT,96,3264.0,34.0,0
2026-05-12,BREAD-WHT,104,3536.0,34.0,0
2026-05-13,BREAD-WHT,101,3434.0,34.0,0
2026-05-14,BREAD-WHT,99,3366.0,34.0,0
2026-05-15,BREAD-WHT,149,5066.0,34.0,1
2026-05-16,BREAD-WHT,122,4148.0,34.0,0
2026-05-17,BREAD-WHT,143,4862.0,34.0,1
2026-05-18,BREAD-WHT,101,3434.0,34.0,0
2026-05-19,BREAD-WHT,101,3434.0,34.0,0
2026-05-20,BREAD-WHT,106,3604.0,34.0,0
2026-05-21,BREAD-WHT,96,3264.0,34.0,0
2026-05-22,BREAD-WHT,101,3434.0,34.0,0
2026-05-23,BREAD-WHT,111,3774.0,34.0,0
2026-05-24,BREAD-WHT,132,4488.0,34.0,1
2026-05-25,BREAD-WHT,94,3196.0,34.0,0
2026-05-26,BREAD-WHT,90,3060.0,34.0,0
2026-05-27,BREAD-WHT,87,2958.0,34.0,0
2026-05-28,BREAD-WHT,91,3094.0,34.0,0
2026-05-29,BREAD-WHT,93,3162.0,34.0,0
2026-05-30,BREAD-WHT,105,3570.0,34.0,0
2026-05-31,BREAD-WHT,134,4556.0,34.0,1
2026-06-01,BREAD-WHT,143,4862.0,34.0,1
2026-06-02,BREAD-WHT,87,2958.0,34.0,0
2026-06-03,BREAD-WHT,93,3162.0,34.0,0
2026-06-04,BREAD-WHT,88,2992.0,34.0,0
2026-06-05,BREAD-WHT,88,2992.0,34.0,0
2026-06-06,BREAD-WHT,100,3400.0,34.0,0
2026-06-07,BREAD-WHT,118,4012.0,34.0,1
2026-06-08,BREAD-WHT,84,2856.0,34.0,0
2026-06-09,BREAD-WHT,90,3060.0,34.0,0
2026-06-10,BREAD-WHT,78,2652.0,34.0,0
2026-06-11,BREAD-WHT,83,2822.0,34.0,0
2026-06-12,BREAD-WHT,95,3230.0,34.0,0
2026-06-13,BREAD-WHT,92,3128.0,34.0,0
2026-06-14,BREAD-WHT,114,3876.0,34.0,1
2026-06-15,BREAD-WHT,118,4012.0,34.0,1
2026-06-16,BREAD-WHT,82,2788.0,34.0,0
2026-06-17,BREAD-WHT,78,2652.0,34.0,0
2026-06-18,BREAD-WHT,77,2618.0,34.0,0
2026-06-19,BREAD-WHT,73,2482.0,34.0,0
2026-06-20,BREAD-WHT,88,2992.0,34.0,0
2026-06-21,BREAD-WHT,97,3298.0,34.0,1
2026-06-22,BREAD-WHT,79,2686.0,34.0,0
2026-06-23,BREAD-WHT,81,2754.0,34.0,0
2026-06-24,BREAD-WHT,78,2652.0,34.0,0
2026-06-25,BREAD-WHT,74,2516.0,34.0,0
2026-06-26,BREAD-WHT,78,2652.0,34.0,0
2026-06-27,BREAD-WHT,83,2822.0,34.0,0
2026-06-28,BREAD-WHT,105,3570.0,34.0,1
2026-06-29,BREAD-WHT,67,2278.0,34.0,0
2026-06-30,BREAD-WHT,75,2550.0,34.0,0
2026-07-01,BREAD-WHT,104,3536.0,34.0,1
2026-07-02,BREAD-WHT,70,2380.0,34.0,0
2026-07-03,BREAD-WHT,85,2890.0,34.0,0
2026-07-04,BREAD-WHT,93,3162.0,34.0,0
2026-07-05,BREAD-WHT,102,3468.0,34.0,1
2026-07-06,BREAD-WHT,73,2482.0,34.0,0
2026-07-07,BREAD-WHT,67,2278.0,34.0,0
